Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
A0A023PYF7	P39743	A0A023PYF7	RVS167		D9509.8	S000028763	S000002796	19841731:0398:HT
A0A250W8A7	A0A250W8A7	YSP2	YSP2	SCKG_0199	SCKG_0199			29467216:0114:LC
A0A250WL92	A0A250WL92	LAM4	LAM4	SCKG_4597	SCKG_4597			29463678:0114:LC
A2P2R3	P04821	A2P2R3	CDC25		L2142.6	S000004689	S000004301	19841731:0018:HT
A2P2R3	P38753	A2P2R3	HSE1			S000004689	S000000994	19841731:0018:HT
D6VPM8	P38723	D6VPM8	COS8			S000000074	S000001040	16093310:0090:HT
D6VPM8	Q12328	D6VPM8	TIM22		D0884	S000000074	S000002376	16093310:0090:HT
D6VTK4	D6VTK4	STE2	STE2			S000001868	S000001868	24682008:0090:LC|22923047:0055:LC|28073700:0090:LC|27993568:0055:LC|24122388:0090:LC|15352875:0055:LC
D6VTK4	P08539	STE2	GPA1			S000001868	S000001047	10664449:0018:LC|11287148:0018:LC
D6VTK4	P18851	STE2	STE4		YOR50-2	S000001868	S000005738	10664449:0018:LC|11287148:0018:LC
D6VTK4	P32435	STE2	MF(ALPHA)2			S000001868	S000003057	11495900:0401:LC|2839507:0030:LC|2839507:0405:LC
D6VTK4	P32793	STE2	YSC84			S000001868	S000001058	11283351:0018:HT|11283351:0398:HT
D6VTK4	P32844	STE2	SEC6			S000001868	S000001330	18467557:0111:HT|18467557:0090:HT
D6VTK4	P53285	STE2	VPS62			S000001868	S000003373	11283351:0018:HT|11283351:0398:HT
D6VTK4	Q08646	STE2	SSP2		O5251	S000001868	S000005768	11283351:0018:HT|11283351:0398:HT
D6VTK4	Q08929	STE2	GUP2			S000001868	S000006110	16093310:0090:HT|16093310:0112:HT
D6W196	P29704	SAL1	ERG9	N2312		S000005027	S000001233	16093310:0090:HT|16093310:0112:HT
D6W196	P53983	SAL1	ASI3	N2312	N2874	S000005027	S000004953	16093310:0090:HT|16093310:0112:HT
E9P8D2	E9P8D2	MPR1	MPR1					23818613:0114:LC
O13297	O13297	CET1	CET1	P1433	P1433	S000006149	S000006149	10428848:0029:LC|20159466:0114:LC|10589681:0114:LC|20828586:0090:LC
O13297	P04050	CET1	RPO21	P1433	D2150	S000006149	S000002299	9832501:0019:LC|9407025:0004:LC|9832501:0096:LC|9407025:0019:LC|9407025:0096:LC
O13297	Q01159	CET1	CEG1	P1433	G2853	S000006149	S000003098	9832501:0004:LC|9345280:0047:LC|12419231:0006:LC|10428848:0029:LC|20159466:0071:LC|9345280:0004:LC|20159466:0096:LC|20159466:0114:LC|9832501:0019:LC|9755857:0018:LC|12419231:0004:LC|11094081:0018:LC|18719252:0018:HT|12419231:0091:LC|11805826:0004:LC|11805826:0676:LC|12419231:0401:LC|11805826:0007:LC
O13329	O13329	FOB1	FOB1	YD9727.06	YD9727.06	S000002517	S000002517	26063576:0018:LC|26951198:0018:LC|14576157:0018:LC
O13329	P06700	FOB1	SIR2	YD9727.06	D2714	S000002517	S000002200	17043313:0007:LC|20179323:0018:LC|26951198:0018:LC
O13329	P06843	FOB1	SPT2	YD9727.06		S000002517	S000000963	10688190:0397:HT|10688190:0018:HT
O13329	P17123	FOB1	SPO12	YD9727.06		S000002517	S000001195	17634282:0018:HT|15043811:0004:LC|15043811:0018:LC
O13329	P22216	FOB1	RAD53	YD9727.06	P2588	S000002517	S000006074	10688190:0018:HT
O13329	P32605	FOB1	MUD1	YD9727.06	YBR0915	S000002517	S000000323	9207794:0018:HT
O13329	P32902	FOB1	MRP4	YD9727.06		S000002517	S000000996	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13329	P38633	FOB1	SOH1	YD9727.06	G2864	S000002517	S000003095	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13329	P38987	FOB1	TEM1	YD9727.06		S000002517	S000004529	10688190:0397:HT|10688190:0018:HT
O13329	P40089	FOB1	LSM5	YD9727.06		S000002517	S000000948	10900456:0018:HT
O13329	P47035	FOB1	NET1	YD9727.06	J1038	S000002517	S000003612	17043313:0676:LC|26951198:0096:LC|17043313:0004:LC|17043313:0007:LC|20179323:0018:LC|26951198:0018:LC
O13329	Q00916	FOB1	SNP1	YD9727.06		S000002517	S000001323	9207794:0018:HT
O13329	Q02208	FOB1	TOF2	YD9727.06	YK109	S000002517	S000001718	17043313:0004:LC|26951198:0018:LC|17043313:0007:LC|17043313:0676:LC
O13329	Q03776	FOB1	PRP42	YD9727.06	YD8419.02	S000002517	S000002643	10688190:0018:HT
O13329	Q12072	FOB1	IOC2	YD9727.06		S000002517	S000004085	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13329	Q12457	FOB1	NSI1	YD9727.06	PZE570	S000002517	S000002433	14576157:0018:LC|26951198:0018:LC|10688190:0397:HT|10688190:0018:HT
O13512	O13567	O13512	O13567		P9642.2B	S000002141	S000006330	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13517	P40971	O13517	LYS14		YD9673.04C	S000006023	S000002441	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13518	P32841	O13518	REC114		YM9375.02	S000006035	S000004740	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13518	P40971	O13518	LYS14		YD9673.04C	S000006035	S000002441	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13519	P19657	O13519	PMA2			S000006057	S000005957	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13519	P38260	O13519	FES1		YBR0830	S000006057	S000000305	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13525	P27680	COQ4	COQ3	YD8142.01	HRF316	S000002612	S000005456	15792955:0004:LC|17391640:0276:LC|15792955:0401:LC
O13525	Q05779	COQ4	COQ9	YD8142.01		S000002612	S000004191	17391640:0004:LC|17391640:0007:LC|24406904:0401:LC
O13527	P38753	TY1B-A	HSE1			S000000067	S000000994	11743162:0397:HT|11743162:0018:HT
O13527	P53550	TY1B-A	DCP2		N1917	S000000067	S000005062	10900456:0018:HT
O13530	P21825	O13530	SEC62		LPG14C	S000004188	S000006015	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13530	P39534	O13530	MBB1		J0334	S000004188	S000003735	11283351:0018:HT|11283351:0399:HT|10655498:0018:LC|11283351:0398:HT
O13531	P39940	O13531	RSP5		SYGP-ORF41	S000004192	S000000927	16606443:0089:HT
O13531	P40568	O13531	DSN1		YIB10W	S000004192	S000001449	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13531	P43582	O13531	WWM1			S000004192	S000001884	16606443:0089:HT
O13531	Q02574	O13531	MEC3		L8003.15	S000004192	S000004279	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13531	Q06525	O13531	URN1			S000004192	S000006356	16606443:0089:HT
O13532	P47128	O13532	EAF6	L8167.25	J1854	S000004207	S000003842	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13535	P36006	TY1B-H	MYO3			S000003534	S000001612	19841731:0081:HT
O13537	P03069	O13537	GCN4			S000001188	S000000735	10688190:0397:HT|10688190:0018:HT
O13537	P53541	O13537	SPO1		N2858	S000001188	S000004957	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13539	P33441	THP2	MFT1			S000001210	S000004527	18719252:0018:HT
O13539	P40014	THP2	SPC25			S000001210	S000000820	17634282:0018:HT
O13539	P47076	THP2	RPC17		J1349	S000001210	S000003548	18719252:0018:HT
O13539	P53552	THP2	THO2		N1209|N1835	S000001210	S000005083	11979277:0676:LC|22314234:0114:LC|11979277:0004:LC|11979277:0401:LC
O13539	P53959	THP2	COG6		N2675	S000001210	S000004986	18719252:0018:HT
O13539	Q06410	THP2	ATG17			S000001210	S000004415	18719252:0018:HT
O13539	Q08118	THP2	IRC10			S000001210	S000005375	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13539	Q12124	THP2	MED2		D2930	S000001210	S000002163	18719252:0018:HT
O13539	Q12262	THP2	MCM16			S000001210	S000006250	17634282:0018:HT
O13540	P39547	O13540	UIP3	L8003.10A	FUN55	S000004269	S000000075	18719252:0018:HT
O13543	P15380	O13543	PUT4	L8003.19A	O6345	S000004285	S000005875	10688190:0397:HT|10688190:0018:HT
O13543	P29055	O13543	SUA7	L8003.19A	P9513.4	S000004285	S000006290	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13543	P32603	O13543	SPR1	L8003.19A		S000004285	S000005716	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13543	Q02630	O13543	NUP116	L8003.19A	YM9532.12C	S000004285	S000004650	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13545	P37264	O13545	P37264		YCL65W	S000004366	S000000570	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13547	Q03761	CCW14	TAF12	YLR391W-A	YD8358.02	S000006429	S000002552	10688190:0018:HT
O13547	Q08271	CCW14	GAS4	YLR391W-A		S000006429	S000005492	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13547	Q12380	CCW14	ATG5	YLR391W-A	P2601	S000006429	S000006070	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13548	Q01846	O13548	MDM1	P8283.13A	YM8339.15C	S000006303	S000004572	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13549	P16467	VPS63	PDC5		L3133|L9606.7	S000004251	S000004124	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13549	P47821	VPS63	SSN8		N2805	S000004251	S000004970	11283351:0018:HT|11283351:0399:HT|10655498:0018:LC|11283351:0398:HT
O13550	P22696	O13550	ESS1		J1452	S000004259	S000003778	16606443:0089:HT
O13550	P33203	O13550	PRP40		YKL165	S000004259	S000001495	16606443:0089:HT
O13550	P39940	O13550	RSP5		SYGP-ORF41	S000004259	S000000927	16606443:0089:HT
O13550	P40070	O13550	LSM4			S000004259	S000000914	10688190:0397:HT|10688190:0018:HT
O13550	P43582	O13550	WWM1			S000004259	S000001884	16606443:0089:HT
O13550	P46995	O13550	SET2		J0520	S000004259	S000003704	16606443:0089:HT
O13550	P47093	O13550	LSM8		J1464|YJR83.16	S000004259	S000003783	10688190:0397:HT|10688190:0018:HT
O13550	P47135	O13550	JSN1		J1890	S000004259	S000003851	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13553	P53910	O13553	P53910		N1830	S000004309	S000005084	11283351:0018:HT|11283351:0399:HT|10655498:0018:LC|11283351:0398:HT
O13554	P38177	VPS65	P38177		YBL0714	S000004314	S000000182	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13554	P40465	VPS65	CSM2			S000004314	S000001394	10688190:0397:HT|10688190:0018:HT
O13554	P47135	VPS65	JSN1		J1890	S000004314	S000003851	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13554	P47821	VPS65	SSN8		N2805	S000004314	S000004970	11283351:0018:HT|11283351:0399:HT|10655498:0018:LC|11283351:0398:HT
O13555	P32569	JIP3	SRB4			S000004323	S000000824	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13556	P15938	O13556	PRP16		YKR406	S000004454	S000001794	10688190:0018:HT
O13558	P15274	BSC3	AMD1			S000004457	S000004498	10688190:0397:HT|10688190:0018:HT
O13558	P32366	BSC3	VMA6		L9324.8	S000004457	S000004439	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13558	Q12346	BSC3	Q12346		YP9499.26	S000004457	S000006275	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13559	P40029	YRF1-4	MXR1			S000004458	S000000844	18467557:0111:HT|18467557:0090:HT
O13559	Q03407	YRF1-4	PKH1			S000004458	S000002898	10688190:0397:HT|10688190:0018:HT
O13561	P38041	O13561	BOI1		YBL0717	S000004159	S000000181	14737190:0081:HT
O13562	Q06598	O13562	ARR3		P9677.2	S000004161	S000006405	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13563	P32565	RPN13	RPN2			S000004413	S000001337	11283351:0018:HT|18467557:0111:HT|11283351:0399:HT|11283351:0398:HT|18467557:0090:HT
O13563	P38348	RPN13	HSM3		YBR1740	S000004413	S000000476	19446323:0007:LC|19446322:0007:LC|19446322:0004:LC|24013205:0071:LC
O13563	P38886	RPN13	RPN10			S000004413	S000001243	11029046:0004:LC|11029046:0019:LC|24429290:0401:LC
O13563	P53196	RPN13	RPN14			S000004413	S000002972	19446323:0007:LC|11805837:0004:LC|11805837:0007:LC
O13564	Q12280	O13564	IQG1			S000004420	S000006163	10688190:0018:HT
O13565	P14908	O13565	MTF1		YM9959.10	S000004350	S000004841	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13565	P34166	O13565	MFA2		N1204|N1787	S000004350	S000005089	11283351:0018:HT|11283351:0399:HT|10655498:0018:LC|11283351:0398:HT
O13565	P47821	O13565	SSN8		N2805	S000004350	S000004970	11283351:0018:HT|11283351:0399:HT|10655498:0018:LC|11283351:0398:HT
O13566	Q03083	O13566	Q03083	P9642.4B		S000006327	S000005955	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13567	P23639	O13567	PRE8	P9642.2B		S000006330	S000004557	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13567	P36224	O13567	JNM1	P9642.2B		S000006330	S000004908	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13567	P40054	O13567	SER3	P9642.2B		S000006330	S000000883	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13567	P47135	O13567	JSN1	P9642.2B	J1890	S000006330	S000003851	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13568	P47135	O13568	JSN1	P9659.10A	J1890	S000006334	S000003851	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13569	P40054	O13569	SER3	P9659.7B		S000006340	S000000883	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13569	P40971	O13569	LYS14	P9659.7B	YD9673.04C	S000006340	S000002441	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13573	Q02574	O13573	MEC3		L8003.15	S000004242	S000004279	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13574	P38342	O13574	TSC10		YBR1734	S000004245	S000000469	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13575	P15938	O13575	PRP16	P9705.12A	YKR406	S000006381	S000001794	10688190:0018:HT
O13576	Q02630	O13576	NUP116		YM9532.12C	S000004426	S000004650	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13576	Q07990	O13576	Q07990			S000004426	S000004032	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13577	P40573	DIF1	MET28			S000004429	S000001456	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13577	Q06224	DIF1	YSH1			S000004429	S000004267	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13578	P43539	O13578	P43539			S000004407	S000001829	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13579	P47135	O13579	JSN1		J1890	S000004371	S000003851	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13582	P25344	O13582	STE50	P9513.9A	YCL32W	S000006280	S000000537	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13583	Q12300	O13583	RGT2	P9513.9B	D2160	S000006281	S000002297	10688190:0018:HT
O13585	P02829	O13585	HSP82	YPR090W		S000006293	S000006161	15879519:0018:HT|15879519:0397:HT
O13587	P18899	O13587	DDR48	P9513.17C	YM8010.03	S000006300	S000004784	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13587	P47128	O13587	EAF6	P9513.17C	J1854	S000006300	S000003842	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13587	P47135	O13587	JSN1	P9513.17C	J1890	S000006300	S000003851	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O13588	Q05080	O13588	HOF1		YM9973.05	S000002143	S000004635	19841731:0398:HT
O14455	P38203	RPL36B	LSM2	YPL249BC	YBL0425	S000006438	S000000122	10900456:0018:HT
O14455	P39743	RPL36B	RVS167	YPL249BC	D9509.8	S000006438	S000002796	11743162:0019:HT|10992286:0018:LC
O14455	Q06449	RPL36B	PIN3	YPL249BC		S000006438	S000006358	11743162:0018:HT
O14455	Q12306	RPL36B	SMT3	YPL249BC	D9719.15	S000006438	S000002918	23403034:0090:HT
O14467	P40537	MBF1	ULP2			S000007253	S000001293	23403034:0090:HT
O14468	P11709	O14468	BIK1		YCL29C	S000005830	S000000534	22875988:0018:HT
O14468	P16649	O14468	TUP1		YCR84C	S000005830	S000000680	22875988:0018:HT
O14468	P21705	O14468	DAL82		N0360	S000005830	S000005258	18719252:0018:HT
O14468	P25344	O14468	STE50		YCL32W	S000005830	S000000537	22875988:0018:HT
O14468	P32364	O14468	SMY1		YKL409	S000005830	S000001562	22875988:0018:HT
O14468	P32448	O14468	ASF2		D1219	S000005830	S000002356	22875988:0018:HT
O14468	P32457	O14468	CDC3		L8543.7	S000005830	S000004306	22875988:0018:HT
O14468	P36022	O14468	DYN1			S000005830	S000001762	22875988:0018:HT
O14468	P38236	O14468	MUM2		YBR0514	S000005830	S000000261	22875988:0018:HT
O14468	P46677	O14468	TAF1		G9374	S000005830	S000003506	22875988:0018:HT
O14468	P47124	O14468	HOC1		J1830	S000005830	S000003836	22875988:0018:HT
O14468	P53148	O14468	SPC105			S000005830	S000003061	22875988:0018:HT
O14468	P53959	O14468	COG6		N2675	S000005830	S000004986	18719252:0018:HT
O14468	P60010	O14468	ACT1			S000005830	S000001855	18719252:0018:HT
O14468	Q00402	O14468	NUM1		YD8358.06	S000005830	S000002557	22875988:0018:HT
O14468	Q07732	O14468	ADY3			S000005830	S000002398	18719252:0018:HT
O14468	Q08550	O14468	MPC54			S000005830	S000005703	22875988:0018:HT
O14468	Q12080	O14468	NOP53		LPI2C|P2610	S000005830	S000006067	22875988:0018:HT
O14468	Q12262	O14468	MCM16			S000005830	S000006250	22875988:0018:HT
O14468	Q12411	O14468	SPO21			S000005830	S000005451	22875988:0018:HT
O60200	P35200	MDM35	UPS2		L9470.15	S000007243	S000004158	20622808:0401:LC|20622808:0096:LC|20657548:0004:LC|20622808:0007:LC|20657548:0676:LC|20622808:0004:LC|20657548:0007:LC
O60200	Q05776	MDM35	UPS1			S000007243	S000004183	26235513:0096:LC|20622808:0401:LC|20657548:0004:LC|20622808:0096:LC|23042293:0401:LC|26235513:0114:LC|20657548:0676:LC|20622808:0007:LC|26071601:0114:LC|20622808:0004:LC|26071601:0401:LC|PDB_5JQO:0114:LC|20657548:0007:LC
O74700	O74700	TIM9	TIM9	YEL020BW	YEL020BW	S000007256	S000007256	18022191:0401:LC|12138093:0401:LC
O74700	P18239	TIM9	PET9	YEL020BW	YBL0421	S000007256	S000000126	11509656:0030:LC|9822593:0030:LC
O74700	P36046	TIM9	MIA40	YEL020BW		S000007256	S000001678	20026652:0401:LC|17978092:0401:LC|22990235:0030:LC
O74700	P87108	TIM9	TIM10	YEL020BW	YHR005BC	S000007256	S000003530	11867522:0401:LC|11867522:0004:LC|12882976:0401:LC|9822593:0029:LC|9822593:0004:LC|11483513:0096:LC|18022191:0401:LC|16039669:0401:LC|11483513:0071:LC|9822593:0401:LC|18421298:0401:LC|9822593:0404:LC|11483513:0006:LC|11483513:0276:LC|17978092:0401:LC|9822593:0019:LC|19037098:0114:LC|18022191:0096:LC
O94084	P28004	OPI9	PRP45			S000004330	S000000030	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O94084	P38166	OPI9	SFT2		YBL0812	S000004330	S000000198	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O94085	P25627	O94085	BUD23		YCR47C	S000004331	S000000643	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O94085	P43558	O94085	OTU1			S000004331	S000001850	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O94085	P43560	O94085	LAM5			S000004331	S000001852	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O94085	P53427	O94085	PAU4		L9122.1	S000004331	S000004453	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O94086	P43562	O94086	P43562			S000004341	S000001854	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
O94742	P38009	SEM1	ADE17		YM8564.02C	S000007235	S000004727	18467557:0111:HT|18467557:0090:HT
O94742	P38348	SEM1	HSM3		YBR1740	S000007235	S000000476	19446323:0007:LC|19446322:0007:LC
O94742	P46674	SEM1	SAC3		YD8358.13	S000007235	S000002566	22343721:0071:LC|22343721:0114:LC|22343721:0676:LC|23643786:0114:LC|27422657:0401:LC|22343721:0096:LC
O94742	P47130	SEM1	CSN12		J1860	S000007235	S000003844	18719252:0018:HT
O94742	Q08231	SEM1	THP1		O1140	S000007235	S000005433	23643786:0114:LC|27422657:0114:LC|28334829:0114:LC
O94742	Q12250	SEM1	RPN5		D1572	S000007235	S000002306	26451487:0401:LC|19446322:0007:LC|19446322:0004:LC
P00044	P00044	CYC1	CYC1	J1653	J1653	S000003809	S000003809	26038984:0114:LC|24760830:0114:LC|16227441:0114:LC|PDB_4N0K:0114:LC|PDB_4YE1:0114:LC|16893189:0401:LC|27499202:0114:LC|29125201:0114:LC|15071191:0114:LC|22717436:0114:LC|PDB_4QAO:0114:LC|28407337:0114:LC|27990813:0114:LC
P00044	P00431	CYC1	CCP1	J1653		S000003809	S000001774	PDB_4P4Q:0114:LC|17128976:0114:LC|15339156:0114:LC|17146057:0077:LC|16227441:0114:LC|16478190:0114:LC|2820983:0114:LC|16893189:0401:LC|24726731:0077:LC|27499202:0114:LC|25944250:0114:LC|15071191:0114:LC|11900539:0114:LC|11900539:0096:LC|20672804:0114:LC|1334573:0114:LC|2166169:0114:LC
P00044	P07143	CYC1	CYT1	J1653	YOR29-16	S000003809	S000005591	11880631:0114:LC|12206886:0114:LC
P00044	P27882	CYC1	ERV1	J1653		S000003809	S000003261	17972915:0096:LC|20188670:0415:LC|17972915:0004:LC|17972915:0415:LC
P00044	P38810	CYC1	SFB3	J1653		S000003809	S000001140	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
P00044	P53823	CYC1	SNO2	J1653	N0285	S000003809	S000005278	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
P00044	Q02574	CYC1	MEC3	J1653	L8003.15	S000003809	S000004279	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
P00045	P20447	CYC7	DBP3			S000000765	S000003046	18467557:0111:HT|18467557:0090:HT
P00045	P23202	CYC7	URE2		N1165	S000000765	S000005173	18467557:0111:HT|18467557:0090:HT
P00045	P38881	CYC7	NVJ1			S000000765	S000001238	16093310:0090:HT|16093310:0112:HT
P00127	P07143	QCR6	CYT1		YOR29-16	S000001929	S000005591	10873857:0114:LC|11880631:0114:LC|12782631:0114:LC
P00127	P08525	QCR6	QCR8		J0526	S000001929	S000003702	10873857:0114:LC|11880631:0114:LC|12782631:0114:LC
P00127	P32259	QCR6	SIN4		N1135	S000001929	S000005180	10688190:0397:HT|10688190:0018:HT
P00128	P00163	QCR7	COB	D9719.32		S000002937	S000007270	10873857:0114:LC|11880631:0114:LC|23007649:0401:LC|12782631:0114:LC
P00128	P07143	QCR7	CYT1	D9719.32	YOR29-16	S000002937	S000005591	10873857:0114:LC|11880631:0114:LC|12782631:0114:LC
P00128	P08525	QCR7	QCR8	D9719.32	J0526	S000002937	S000003702	10873857:0114:LC|11880631:0114:LC|12782631:0114:LC
P00128	P38822	QCR7	BZZ1	D9719.32		S000002937	S000001156	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
P00128	P39742	QCR7	SEC72	D9719.32	L8003.18	S000002937	S000004283	16093310:0090:HT|16093310:0112:HT
P00128	P53168	QCR7	DUO1	D9719.32		S000002937	S000003029	11283351:0018:HT|11283351:0399:HT|10655498:0018:LC|11283351:0398:HT
P00163	P07143	COB	CYT1		YOR29-16	S000007270	S000005591	10873857:0114:LC|11880631:0114:LC|12782631:0114:LC
P00163	P07256	COB	COR1		YBL0403	S000007270	S000000141	10873857:0114:LC|11880631:0114:LC|12782631:0114:LC
P00163	P08067	COB	RIP1			S000007270	S000000750	10873857:0114:LC|11880631:0114:LC|12782631:0114:LC
P00163	P08525	COB	QCR8		J0526	S000007270	S000003702	10873857:0114:LC|11880631:0114:LC|23007649:0401:LC|12782631:0114:LC
P00175	P00175	CYB2	CYB2	YM9958.08C	YM9958.08C	S000004518	S000004518	2329585:0114:LC|11914072:0114:LC|7632684:0114:LC|8003966:0114:LC|15260495:0114:LC|7626026:0114:LC|781266:0114:LC|10727218:0114:LC|17563122:0114:LC
P00330	P00330	ADH1	ADH1	O0947	O0947	S000005446	S000005446	26743849:0114:LC|19343713:0401:LC|19343713:0276:LC|25157460:0114:LC
P00330	P07264	ADH1	LEU1	O0947		S000005446	S000002977	11805826:0676:LC|11805826:0004:LC|11805826:0363:LC|11805826:0007:LC|21036361:0401:LC
P00330	P28003	ADH1	FUN19	O0947		S000005446	S000002134	11805826:0676:LC|11805826:0007:LC|11805826:0004:LC|21036361:0401:LC
P00330	P28708	ADH1	PRR1	O0947	YKL516	S000005446	S000001599	21036361:0401:LC|16319894:0415:LC
P00330	P32492	ADH1	MYO4	O0947	FUN22	S000005446	S000000027	11805826:0676:LC|11805826:0007:LC|11805826:0004:LC|21036361:0401:LC
P00330	P34230	ADH1	PXA2	O0947	YKL741	S000005446	S000001671	23831759:0090:HT|23831759:0004:HT
P00330	P38310	ADH1	FTH1	O0947	YBR1446	S000005446	S000000411	11805826:0676:LC|11805826:0007:LC|11805826:0004:LC|21036361:0401:LC
P00330	P39109	ADH1	YCF1	O0947	YD9302.11C	S000005446	S000002542	23831759:0090:HT|23831759:0004:HT
P00330	P39715	ADH1	ECM1	O0947		S000005446	S000000055	11805826:0676:LC|11805826:0007:LC|11805826:0004:LC|21036361:0401:LC
P00330	P43601	ADH1	ATG18	O0947		S000005446	S000001917	11805826:0676:LC|11805826:0007:LC|11805826:0004:LC|21036361:0401:LC
P00330	P53917	ADH1	FAR11	O0947	N1221|N1875	S000005446	S000005071	11805826:0676:LC|11805826:0007:LC|11805826:0004:LC|21036361:0401:LC
P00330	Q06624	ADH1	AOS1	O0947	P9705.5	S000005446	S000006384	11805826:0676:LC|11805826:0007:LC|11805826:0004:LC|21036361:0401:LC
P00330	Q08278	ADH1	MED7	O0947		S000005446	S000005495	11805826:0676:LC|11805826:0007:LC|11805826:0004:LC|21036361:0401:LC
P00330	Q08649	ADH1	ESA1	O0947	O5257	S000005446	S000005770	11805826:0676:LC|11805826:0007:LC|11805826:0004:LC|21036361:0401:LC
P00330	Q08773	ADH1	ISW2	O0947		S000005446	S000005831	11805826:0676:LC|11805826:0007:LC|11805826:0004:LC|21036361:0401:LC
P00330	Q08826	ADH1	SNX3	O0947		S000005446	S000005884	15263065:0397:LC|15263065:0018:LC|21036361:0401:LC
P00331	P39940	ADH2	RSP5	YM9952.05C	SYGP-ORF41	S000004918	S000000927	16606443:0089:HT
P00331	P40318	ADH2	SSM4	YM9952.05C	YI3299.01C|YI9905.18C	S000004918	S000001292	16606443:0089:HT
P00331	P43560	ADH2	LAM5	YM9952.05C		S000004918	S000001852	10688190:0397:HT|10688190:0018:HT
P00358	P40537	TDH2	ULP2	J1433		S000003769	S000001293	23403034:0090:HT
P00358	Q02724	TDH2	ULP1	J1433	LPB11C	S000003769	S000005941	23403034:0090:HT
P00358	Q02821	TDH2	SRP1	J1433	N1606	S000003769	S000005133	11283351:0018:HT|11283351:0399:HT|11283351:0398:HT
P00358	Q04978	TDH2	Q04978	J1433	YM9958.09C	S000003769	S000004517	18719252:0018:HT|11283351:0018:HT|11283351:0399:HT|11283351:0398:HT|10688190:0397:HT|10688190:0018:HT
