Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
O14261	Q9P6R8	TAF1	CWF24	SPAC7D4.04	SPBC13E7.02	SPAC7D4.04	SPBC13E7.02	26771498:0018:HT
O14261	Q9P7B3	TAF1	Q9P7B3	SPAC7D4.04	SPAC521.04C	SPAC7D4.04	SPAC521.04C	26771498:0018:HT
O14261	Q9P7Q4	TAF1	SEC18	SPAC7D4.04	SPAC1834.11C	SPAC7D4.04	SPAC1834.11C	26771498:0018:HT
O14261	Q9URT4	TAF1	AMS2	SPAC7D4.04	SPCC290.04|SPCC4F11.01	SPAC7D4.04	SPCC290.04	26771498:0018:HT
O14261	Q9USW9	TAF1	SGF29	SPAC7D4.04	SPBC1921.07C|SPBC21D10.13	SPAC7D4.04	SPBC1921.07C	26771498:0018:HT
O14261	Q9UT46	TAF1	MOC3	SPAC7D4.04	SPAC821.07C	SPAC7D4.04	SPAC821.07C	26771498:0018:HT
O14261	Q9UTB4	TAF1	MSS51	SPAC7D4.04	SPAC25B8.04C	SPAC7D4.04	SPAC25B8.04C	26771498:0018:HT
O14261	Q9UTK6	TAF1	Q9UTK6	SPAC7D4.04	SPAC1486.03C	SPAC7D4.04	SPAC1486.03C	26771498:0018:HT
O14261	Q9Y7T4	TAF1	ATG1	SPAC7D4.04	SPCC63.08C	SPAC7D4.04	SPCC63.08C	26771498:0018:HT
O14269	Q9UTR8	O14269	RED1	SPAC7D4.14C	SPAC1006.03C	SPAC7D4.14C	SPAC1006.03C	23980030:0018:LC|24210919:0004:LC|26771498:0018:HT|24210919:0007:LC
O14277	O60131	RPS5	O60131	SPAC8C9.08	SPBC16G5.17	SPAC8C9.08	SPBC16G5.17	26771498:0018:HT
O14277	P78920	RPS5	P78920	SPAC8C9.08	SPBC2D10.11C	SPAC8C9.08	SPBC2D10.11C	26771498:0018:HT
O14283	O74417	PRR1	O74417	SPAC8C9.14	SPCC14G10.04	SPAC8C9.14	SPCC14G10.04	26771498:0018:HT
O14283	Q10237	PRR1	Q10237	SPAC8C9.14	SPAC4G9.04C	SPAC8C9.14	SPAC4G9.04C	26771498:0018:HT
O14284	P50521	OXR1	HXK2	SPAC8C9.16C	SPAC4F8.07C	SPAC8C9.16C	SPAC4F8.07C	26771498:0018:HT|26771498:0090:HT
O14285	O14285	SPC34	SPC34	SPAC8C9.17C	SPAC8C9.17C	SPAC8C9.17C	SPAC8C9.17C	23695164:0018:HT|26771498:0018:HT
O14285	Q9HDZ6	SPC34	DAM1	SPAC8C9.17C	SPAC589.08C	SPAC8C9.17C	SPAC589.08C	26771498:0018:HT|23695164:0018:HT
O14289	Q9P7D3	LEU2	Q9P7D3	SPAC9E9.03	SPBP4H10.16C	SPAC9E9.03	SPBP4H10.16C	26771498:0018:HT
O14297	Q9P792	O14297	Q9P792	SPAC9E9.15	SPBP35G2.11C	SPAC9E9.15	SPBP35G2.11C	26771498:0018:HT
O14299	O14299	WIS4	WIS4	SPAC9G1.02	SPAC9G1.02	SPAC9G1.02	SPAC9G1.02	23695164:0018:HT|26771498:0018:HT
O14299	O94321	WIS4	MPR1	SPAC9G1.02	SPBC725.02	SPAC9G1.02	SPBC725.02	23695164:0018:HT|26771498:0018:HT
O14299	P33886	WIS4	WIS1	SPAC9G1.02	SPBC409.07C	SPAC9G1.02	SPBC409.07C	9718372:0415:LC|9321395:0415:LC
O14299	P50530	WIS4	SCK1	SPAC9G1.02	SPAC1B9.02C	SPAC9G1.02	SPAC1B9.02C	26771498:0018:HT
O14299	P87323	WIS4	MCS4	SPAC9G1.02	SPBC887.10	SPAC9G1.02	SPBC887.10	23695164:0018:HT|26771498:0018:HT
O14301	Q9UT49	O14301	CID13	SPAC9G1.05	SPAC821.04C	SPAC9G1.05	SPAC821.04C	26771498:0018:HT
O14302	Q09763	CYK3	GEF1	SPAC9G1.06C	SPAC24H6.09	SPAC9G1.06C	SPAC24H6.09	26771498:0018:HT
O14308	Q10319	SWC4	YAF9	SPAC9G1.13C	SPAC17G8.07	SPAC9G1.13C	SPAC17G8.07	26771498:0018:HT
O14318	O74790	PHP4	GRX4	SPBC16E9.01C|SPBP16F5.09C	SPBC26H8.06	SPBC16E9.01C	SPBC26H8.06	23695164:0018:HT|22523368:0018:LC|19502236:0090:LC|26771498:0018:HT|19502236:0018:LC
O14318	Q09750	PHP4	PST1	SPBC16E9.01C|SPBP16F5.09C	SPBC12C2.10C|SPBC21D10.01C	SPBC16E9.01C	SPBC12C2.10C	26771498:0018:HT
O14325	O14325	O14325	O14325	SPBC16E9.10C	SPBC16E9.10C	SPBC16E9.10C	SPBC16E9.10C	26771498:0018:HT
O14325	O60058	O14325	AFG2	SPBC16E9.10C	SPBC56F2.07C	SPBC16E9.10C	SPBC56F2.07C	26771498:0018:HT
O14325	O94362	O14325	O94362	SPBC16E9.10C	SPBC428.15	SPBC16E9.10C	SPBC428.15	26771498:0018:HT
O14325	P49373	O14325	TFS1	SPBC16E9.10C	SPAC20H4.03C	SPBC16E9.10C	SPAC20H4.03C	26771498:0018:HT
O14326	O60150	PUB3	O60150	SPBC16E9.11C	SPBC18H10.20C	SPBC16E9.11C	SPBC18H10.20C	26771498:0018:HT
O14326	O94274	PUB3	O94274	SPBC16E9.11C	SPBP8B7.26	SPBC16E9.11C	SPBP8B7.26	26771498:0018:HT
O14326	O94425	PUB3	O94425	SPBC16E9.11C	SPBC660.05	SPBC16E9.11C	SPBC660.05	26771498:0018:HT
O14326	P0C016	PUB3	UBI3	SPBC16E9.11C	SPAC6G10.11C	SPBC16E9.11C	SPAC6G10.11C	26771498:0018:HT
O14326	P0C8R3	PUB3	UBI5	SPBC16E9.11C	SPAC589.10C	SPBC16E9.11C	SPAC589.10C	26771498:0018:HT
O14326	P0CH07	PUB3	UEP1	SPBC16E9.11C	SPAC1805.12C	SPBC16E9.11C	SPAC1805.12C	26771498:0018:HT
O14326	P46595	PUB3	UBC4	SPBC16E9.11C	SPBC119.02	SPBC16E9.11C	SPBC119.02	26771498:0018:HT
O14326	P87027	PUB3	SPG1	SPBC16E9.11C	SPAC1565.06C	SPBC16E9.11C	SPAC1565.06C	26771498:0018:HT
O14326	Q09181	PUB3	STE13	SPBC16E9.11C	SPBC776.09	SPBC16E9.11C	SPBC776.09	26771498:0018:HT
O14326	Q10347	PUB3	Q10347	SPBC16E9.11C	SPAC1F12.05	SPBC16E9.11C	SPAC1F12.05	26771498:0018:HT
O14326	Q8WZK5	PUB3	Q8WZK5	SPBC16E9.11C	SPBC839.02	SPBC16E9.11C	SPBC839.02	26771498:0018:HT
O14326	Q92349	PUB3	MUG79	SPBC16E9.11C	SPAC6G9.04	SPBC16E9.11C	SPAC6G9.04	26771498:0018:HT
O14326	Q9P7T0	PUB3	SIB2	SPBC16E9.11C	SPAC23G3.03	SPBC16E9.11C	SPAC23G3.03	26771498:0018:HT
O14326	Q9USP9	PUB3	Q9USP9	SPBC16E9.11C	SPBC902.04	SPBC16E9.11C	SPBC902.04	26771498:0018:HT
O14327	O14327	PAB2	PAB2	SPBC16E9.12C	SPBC16E9.12C	SPBC16E9.12C	SPBC16E9.12C	26771498:0018:HT
O14327	O74823	PAB2	O74823	SPBC16E9.12C	SPBC337.12	SPBC16E9.12C	SPBC337.12	26771498:0018:HT
O14327	Q9P3U1	PAB2	Q9P3U1	SPBC16E9.12C	SPAC328.05	SPBC16E9.12C	SPAC328.05	26771498:0018:HT
O14327	Q9USP9	PAB2	Q9USP9	SPBC16E9.12C	SPBC902.04	SPBC16E9.12C	SPBC902.04	24210919:0004:LC|26771498:0018:HT|24210919:0007:LC
O14329	Q9HGQ3	ZRG17	CIS4	SPBC16E9.14C	SPAC17D4.03C	SPBC16E9.14C	SPAC17D4.03C	23695164:0018:HT|26771498:0018:HT
O14343	O59751	KLP5	KLP6	SPBC2F12.13	SPBC1685.15C|SPBC649.01C	SPBC2F12.13	SPBC1685.15C	11967147:0416:LC|14573463:0018:LC|11967147:0007:LC|11967147:0004:LC
O14344	O14344	GUA1	GUA1	SPBC2F12.14C	SPBC2F12.14C	SPBC2F12.14C	SPBC2F12.14C	26771498:0018:HT
O14344	O42869	GUA1	O42869	SPBC2F12.14C	SPAC3G9.05	SPBC2F12.14C	SPAC3G9.05	26771498:0018:HT
O14344	O74360	GUA1	RGA4	SPBC2F12.14C	SPBC28E12.03	SPBC2F12.14C	SPBC28E12.03	26771498:0018:HT
O14348	P18869	NCB2	LEU1	SPBC30D10.02	SPBC1A4.02C|SPBC1E8.07C	SPBC30D10.02	SPBC1A4.02C	26771498:0018:HT
O14348	P36611	NCB2	HAP3	SPBC30D10.02	SPAC23C11.08	SPBC30D10.02	SPAC23C11.08	26771498:0018:HT
O14348	Q10186	NCB2	Q10186	SPBC30D10.02	SPAC3F10.12C	SPBC30D10.02	SPAC3F10.12C	26771498:0018:HT
O14348	Q10315	NCB2	DPB3	SPBC30D10.02	SPAC17G8.03C	SPBC30D10.02	SPAC17G8.03C	26771498:0018:HT
O14348	Q9P3U2	NCB2	Q9P3U2	SPBC30D10.02	SPAC328.04	SPBC30D10.02	SPAC328.04	26771498:0018:HT
O14350	Q9UUM2	SWI3	SWI1	SPBC30D10.04	SPBC216.06C	SPBC30D10.04	SPBC216.06C	15509785:0096:LC|26771498:0018:HT|15509785:0019:LC|20924116:0401:LC|15509785:0004:LC
O14351	O14351	O14351	O14351	SPBC30D10.05C	SPBC30D10.05C	SPBC30D10.05C	SPBC30D10.05C	23695164:0018:HT|26771498:0018:HT|26771498:0090:HT
O14352	P36601	LSM4	RHP51	SPBC30D10.06	SPAC644.14C	SPBC30D10.06	SPAC644.14C	26771498:0018:HT
O14352	P78920	LSM4	P78920	SPBC30D10.06	SPBC2D10.11C	SPBC30D10.06	SPBC2D10.11C	26771498:0018:HT
O14352	Q9C107	LSM4	MCL1	SPBC30D10.06	SPAPB1E7.02C	SPBC30D10.06	SPAPB1E7.02C	26771498:0018:HT
O14352	Q9P3U1	LSM4	Q9P3U1	SPBC30D10.06	SPAC328.05	SPBC30D10.06	SPAC328.05	26771498:0018:HT
O14368	Q10498	HSP16	HGH1	SPBC3E7.02C	SPAC26F1.12C	SPBC3E7.02C	SPAC26F1.12C	26771498:0018:HT
O14368	Q9Y884	HSP16	SKH1	SPBC3E7.02C	SPBC543.07	SPBC3E7.02C	SPBC543.07	23695164:0018:HT|26771498:0018:HT
O14388	P36611	RPL2701	HAP3	SPBC685.07C	SPAC23C11.08	SPBC685.07C	SPAC23C11.08	26771498:0018:HT
O14388	P78920	RPL2701	P78920	SPBC685.07C	SPBC2D10.11C	SPBC685.07C	SPBC2D10.11C	26771498:0018:HT
O14417	O59767	MAD2	MAD3	SPBC20F10.06	SPCC1795.01C|SPCC895.02	SPBC20F10.06	SPCC1795.01C	12676091:0004:LC|22437499:0226:LC|11909965:0007:LC|11909965:0004:LC|12676091:0007:LC|22437499:0114:LC|22437499:0071:LC
O14423	O14423	CBH1	CBH1	SPAC9E9.10C	SPAC9E9.10C	SPAC9E9.10C	SPAC9E9.10C	23695164:0018:HT|26771498:0018:HT
O14423	O36021	CBH1	O36021	SPAC9E9.10C	SPAC4F10.09C	SPAC9E9.10C	SPAC4F10.09C	26771498:0018:HT
O14423	O42709	CBH1	MCM10	SPAC9E9.10C	SPBC1347.10	SPAC9E9.10C	SPBC1347.10	26771498:0018:HT
O14423	O42869	CBH1	O42869	SPAC9E9.10C	SPAC3G9.05	SPAC9E9.10C	SPAC3G9.05	26771498:0018:HT
O14423	O43075	CBH1	O43075	SPAC9E9.10C	PI053|SPBC8D2.12C	SPAC9E9.10C	SPBC8D2.12C	26771498:0018:HT
O14423	O60071	CBH1	O60071	SPAC9E9.10C	SPBC13G1.09	SPAC9E9.10C	SPBC13G1.09	26771498:0018:HT
O14423	O60177	CBH1	O60177	SPAC9E9.10C	SPBC23E6.02	SPAC9E9.10C	SPBC23E6.02	26771498:0018:HT
O14423	O74324	CBH1	O74324	SPAC9E9.10C	SPBC1685.04	SPAC9E9.10C	SPBC1685.04	26771498:0018:HT
O14423	O74416	CBH1	UMP1	SPAC9E9.10C	SPCC14G10.03C	SPAC9E9.10C	SPCC14G10.03C	26771498:0018:HT
O14423	O74518	CBH1	CID12	SPAC9E9.10C	SPCC663.12	SPAC9E9.10C	SPCC663.12	26771498:0018:HT
O14423	O74802	CBH1	EHD3	SPAC9E9.10C	SPBC2D10.09	SPAC9E9.10C	SPBC2D10.09	23695164:0018:HT|26771498:0018:HT
O14423	O74808	CBH1	CLR1	SPAC9E9.10C	SPBC2D10.17	SPAC9E9.10C	SPBC2D10.17	26771498:0018:HT
O14423	O74825	CBH1	RPB4	SPAC9E9.10C	SPBC337.14	SPAC9E9.10C	SPBC337.14	26771498:0018:HT
O14423	O94374	CBH1	IMP1	SPAC9E9.10C	SPBC1604.08C	SPAC9E9.10C	SPBC1604.08C	26771498:0018:HT
O14423	O94393	CBH1	NAS2	SPAC9E9.10C	SPAC2H10.02C	SPAC9E9.10C	SPAC2H10.02C	26771498:0018:HT
O14423	O94435	CBH1	MUG35	SPAC9E9.10C	SPAC22H12.01C|SPAC23G3.13C	SPAC9E9.10C	SPAC22H12.01C	26771498:0018:HT
O14423	O94441	CBH1	YPP1	SPAC9E9.10C	SPAC637.04	SPAC9E9.10C	SPAC637.04	26771498:0018:HT
O14423	O94697	CBH1	RFC5	SPAC9E9.10C	SPBC83.14C	SPAC9E9.10C	SPBC83.14C	26771498:0018:HT
O14423	P10506	CBH1	BYR1	SPAC9E9.10C	SPAC1D4.13	SPAC9E9.10C	SPAC1D4.13	23695164:0018:HT|26771498:0018:HT
O14423	P34208	CBH1	CHK1	SPAC9E9.10C	SPCC1259.13	SPAC9E9.10C	SPCC1259.13	26771498:0018:HT
O14423	P41893	CBH1	STP1	SPAC9E9.10C	SPAC1071.12C|SPAC926.01C	SPAC9E9.10C	SPAC1071.12C	26771498:0018:HT
O14423	P49373	CBH1	TFS1	SPAC9E9.10C	SPAC20H4.03C	SPAC9E9.10C	SPAC20H4.03C	26771498:0018:HT
O14423	Q09682	CBH1	Q09682	SPAC9E9.10C	SPAC13C5.01C|SPAC31A2.17C	SPAC9E9.10C	SPAC13C5.01C	26771498:0018:HT
O14423	Q09811	CBH1	RQH1	SPAC9E9.10C	SPAC2G11.12	SPAC9E9.10C	SPAC2G11.12	26771498:0018:HT
O14423	Q09870	CBH1	Q09870	SPAC9E9.10C	SPAC12G12.06C	SPAC9E9.10C	SPAC12G12.06C	26771498:0018:HT
O14423	Q10149	CBH1	Q10149	SPAC9E9.10C	SPAC1D4.02C	SPAC9E9.10C	SPAC1D4.02C	26771498:0018:HT
O14423	Q10160	CBH1	RMI1	SPAC9E9.10C	SPAC26A3.03C	SPAC9E9.10C	SPAC26A3.03C	26771498:0018:HT
O14423	Q10186	CBH1	Q10186	SPAC9E9.10C	SPAC3F10.12C	SPAC9E9.10C	SPAC3F10.12C	26771498:0018:HT
O14423	Q7Z992	CBH1	SST6	SPAC9E9.10C	SPAC11H11.01	SPAC9E9.10C	SPAC11H11.01	26771498:0018:HT
O14423	Q92349	CBH1	MUG79	SPAC9E9.10C	SPAC6G9.04	SPAC9E9.10C	SPAC6G9.04	26771498:0018:HT
O14423	Q9HFE5	CBH1	APM1	SPAC9E9.10C	SPBP16F5.07	SPAC9E9.10C	SPBP16F5.07	26771498:0018:HT
O14423	Q9P6R8	CBH1	CWF24	SPAC9E9.10C	SPBC13E7.02	SPAC9E9.10C	SPBC13E7.02	26771498:0018:HT
O14423	Q9P7R5	CBH1	GFH1	SPAC9E9.10C	SPBC211.06	SPAC9E9.10C	SPBC211.06	26771498:0018:HT
O14423	Q9USW9	CBH1	SGF29	SPAC9E9.10C	SPBC1921.07C|SPBC21D10.13	SPAC9E9.10C	SPBC1921.07C	26771498:0018:HT
O14423	Q9UT46	CBH1	MOC3	SPAC9E9.10C	SPAC821.07C	SPAC9E9.10C	SPAC821.07C	23695164:0018:HT|26771498:0018:HT
O14423	Q9UT60	CBH1	DHD1	SPAC9E9.10C	SPAC513.06C	SPAC9E9.10C	SPAC513.06C	26771498:0018:HT
O14423	Q9UT76	CBH1	TIF222	SPAC9E9.10C	SPAC343.14C	SPAC9E9.10C	SPAC343.14C	26771498:0018:HT
O14423	Q9UTB4	CBH1	MSS51	SPAC9E9.10C	SPAC25B8.04C	SPAC9E9.10C	SPAC25B8.04C	26771498:0018:HT
O14450	O42896	O14450	O42896	SPAC3A11.13|SPAC3H5.02	SPBC115.03|SPBC839.18C	SPAC3A11.13	SPBC115.03	26771498:0018:HT
O14450	O94307	O14450	BOB1	SPAC3A11.13|SPAC3H5.02	SPBC215.02	SPAC3A11.13	SPBC215.02	26771498:0018:HT
O14450	O94318	O14450	VPS20	SPAC3A11.13|SPAC3H5.02	SPBC215.14C	SPAC3A11.13	SPBC215.14C	26771498:0018:HT
O14450	P40376	O14450	PKA1	SPAC3A11.13|SPAC3H5.02	SPBC106.10	SPAC3A11.13	SPBC106.10	26771498:0018:HT
O14450	Q09190	O14450	PCD1	SPAC3A11.13|SPAC3H5.02	SPAC1556.04C	SPAC3A11.13	SPAC1556.04C	26771498:0018:HT
O14459	O74825	RPB7	RPB4	SPACUNK4.06C|SPAPYUK71.02	SPBC337.14	SPACUNK4.06C	SPBC337.14	10523639:0401:LC|15591044:0114:LC|10523639:0096:LC
O14459	P36594	RPB7	RPB1	SPACUNK4.06C|SPAPYUK71.02	SPBC28F2.12	SPACUNK4.06C	SPBC28F2.12	14534314:0006:LC|9642054:0047:LC
O14459	P36595	RPB7	RPB6	SPACUNK4.06C|SPAPYUK71.02	SPCC1020.04C	SPACUNK4.06C	SPCC1020.04C	9642054:0047:LC|9322754:0401:LC
O14459	P37382	RPB7	RPB3	SPACUNK4.06C|SPAPYUK71.02	SPCC1442.10C	SPACUNK4.06C	SPCC1442.10C	10648788:0401:LC|10648788:0004:LC|11168400:0401:LC|10523639:0401:LC|10648788:0096:LC
O14459	P87310	RPB7	MED10	SPACUNK4.06C|SPAPYUK71.02	SPBC31F10.09C	SPACUNK4.06C	SPBC31F10.09C	11572939:0091:LC|10625684:0091:LC
O14470	O94337	SSR2	O94337	SPAC23H3.10	SPBC1271.04C	SPAC23H3.10	SPBC1271.04C	26771498:0018:HT
O36019	Q9HDX2	ATG13	Q9HDX2	SPAC4F10.07C	SPAPB1A11.03	SPAC4F10.07C	SPAPB1A11.03	26771498:0018:HT
O36021	O59771	O36021	O59771	SPAC4F10.09C	SPCC1795.05C	SPAC4F10.09C	SPCC1795.05C	26771498:0018:HT
O36021	O94687	O36021	TAS3	SPAC4F10.09C	SPBC83.03C	SPAC4F10.09C	SPBC83.03C	26771498:0018:HT
O36021	P78920	O36021	P78920	SPAC4F10.09C	SPBC2D10.11C	SPAC4F10.09C	SPBC2D10.11C	26771498:0018:HT
O36021	Q09763	O36021	GEF1	SPAC4F10.09C	SPAC24H6.09	SPAC4F10.09C	SPAC24H6.09	26771498:0018:HT
O36021	Q10186	O36021	Q10186	SPAC4F10.09C	SPAC3F10.12C	SPAC4F10.09C	SPAC3F10.12C	26771498:0018:HT
O36021	Q9C0W2	O36021	Q9C0W2	SPAC4F10.09C	PI026|SPBP22H7.05C	SPAC4F10.09C	SPBP22H7.05C	26771498:0018:HT
O36021	Q9P7G0	O36021	Q9P7G0	SPAC4F10.09C	SPAC1142.04	SPAC4F10.09C	SPAC1142.04	26771498:0018:HT
O36023	Q09116	SPN1	SPN2	SPAC4F10.11	SPAC821.06	SPAC4F10.11	SPAC821.06	15385632:0004:LC|26771498:0018:HT|15385632:0018:LC
O36024	Q9C0W0	FTA1	MIS15	SPAC4F10.12	PI022|SPBP22H7.09C	SPAC4F10.12	SPBP22H7.09C	26771498:0018:HT
O36027	Q9P6R1	WSP1	VRP1	SPAC4F10.15C	SPBC13E7.09	SPAC4F10.15C	SPBC13E7.09	12939254:0096:LC|12939254:0018:LC|16087707:0416:LC|26771498:0018:HT|16087707:0428:LC
O36027	Q9Y7Z8	WSP1	MYO1	SPAC4F10.15C	SPBC146.13C	SPAC4F10.15C	SPBC146.13C	12939254:0096:LC|12939254:0018:LC|16087707:0416:LC
O36028	O36028	O36028	O36028	SPAC4F10.16C	SPAC4F10.16C	SPAC4F10.16C	SPAC4F10.16C	26771498:0018:HT
O36029	O74960	O36029	PIL1	SPAC4F10.17	SPCC736.15	SPAC4F10.17	SPCC736.15	26771498:0018:HT
O36031	O42927	O36031	O42927	SPAC4F10.19C	SPBC16C6.03C	SPAC4F10.19C	SPBC16C6.03C	26771498:0018:HT
O36033	O74886	O36033	O74886	SPAC19B12.01|SPAC4F10.21	SPCC576.02	SPAC19B12.01	SPCC576.02	26771498:0018:HT
O42634	O42634	DMC1	DMC1	SPAC8E11.03C	SPAC8E11.03C	SPAC8E11.03C	SPAC8E11.03C	15899844:0018:LC|15899844:0071:LC|26771498:0018:HT|14551247:0018:LC
O42634	O42869	DMC1	O42869	SPAC8E11.03C	SPAC3G9.05	SPAC8E11.03C	SPAC3G9.05	26771498:0018:HT
O42634	O94374	DMC1	IMP1	SPAC8E11.03C	SPBC1604.08C	SPAC8E11.03C	SPBC1604.08C	26771498:0018:HT
O42634	O94441	DMC1	YPP1	SPAC8E11.03C	SPAC637.04	SPAC8E11.03C	SPAC637.04	26771498:0018:HT
O42634	P49373	DMC1	TFS1	SPAC8E11.03C	SPAC20H4.03C	SPAC8E11.03C	SPAC20H4.03C	26771498:0018:HT
O42634	P87027	DMC1	SPG1	SPAC8E11.03C	SPAC1565.06C	SPAC8E11.03C	SPAC1565.06C	26771498:0018:HT
O42634	Q10160	DMC1	RMI1	SPAC8E11.03C	SPAC26A3.03C	SPAC8E11.03C	SPAC26A3.03C	26771498:0018:HT
O42634	Q92349	DMC1	MUG79	SPAC8E11.03C	SPAC6G9.04	SPAC8E11.03C	SPAC6G9.04	26771498:0018:HT
O42634	Q9P6R8	DMC1	CWF24	SPAC8E11.03C	SPBC13E7.02	SPAC8E11.03C	SPBC13E7.02	26771498:0018:HT
O42634	Q9UTB4	DMC1	MSS51	SPAC8E11.03C	SPAC25B8.04C	SPAC8E11.03C	SPAC25B8.04C	26771498:0018:HT
O42645	P87305	O42645	P87305	SPAC10F6.04	SPBC31F10.03	SPAC10F6.04	SPBC31F10.03	26771498:0018:HT
O42645	Q9HE16	O42645	Q9HE16	SPAC10F6.04	SPAC1399.05C	SPAC10F6.04	SPAC1399.05C	26771498:0018:HT
O42645	Q9UT33	O42645	DPH3	SPAC10F6.04	SPAC8F11.02C	SPAC10F6.04	SPAC8F11.02C	26771498:0018:HT
O42645	Q9UTN0	O42645	Q9UTN0	SPAC10F6.04	SPAC139.03	SPAC10F6.04	SPAC139.03	26771498:0018:HT
O42646	Q9UUD1	UBC6	SRE1	SPAC10F6.05C	SPBC19C2.09	SPAC10F6.05C	SPBC19C2.09	26771498:0018:HT
O42648	O42648	O42648	O42648	SPAC10F6.08C	SPAC10F6.08C	SPAC10F6.08C	SPAC10F6.08C	26771498:0018:HT
O42658	O42658	OMT2	OMT2	SPAC27D7.04	SPAC27D7.04	SPAC27D7.04	SPAC27D7.04	23695164:0018:HT|26771498:0018:HT|26771498:0090:HT
O42658	O42869	OMT2	O42869	SPAC27D7.04	SPAC3G9.05	SPAC27D7.04	SPAC3G9.05	26771498:0018:HT
O42658	O94374	OMT2	IMP1	SPAC27D7.04	SPBC1604.08C	SPAC27D7.04	SPBC1604.08C	26771498:0018:HT
O42658	P49373	OMT2	TFS1	SPAC27D7.04	SPAC20H4.03C	SPAC27D7.04	SPAC20H4.03C	26771498:0018:HT
O42658	Q92368	OMT2	RCD1	SPAC27D7.04	SPAC29B12.06C	SPAC27D7.04	SPAC29B12.06C	23695164:0018:HT|26771498:0018:HT
O42661	P78920	SMD1	P78920	SPAC27D7.07C	SPBC2D10.11C	SPAC27D7.07C	SPBC2D10.11C	26771498:0018:HT
O42667	Q9UTS6	SSM4	DLC1	SPAC27D7.13C|SPAC637.01C	SPAC1805.08	SPAC27D7.13C	SPAC1805.08	25736293:0018:LC|15509865:0018:LC
O42700	O42700	TAL1	TAL1	SPCC1020.06C	SPCC1020.06C	SPCC1020.06C	SPCC1020.06C	26771498:0018:HT
O42706	P78920	RPL2102	P78920	SPAC959.08	SPBC2D10.11C	SPAC959.08	SPBC2D10.11C	26771498:0018:HT
O42709	O42709	MCM10	MCM10	SPBC1347.10	SPBC1347.10	SPBC1347.10	SPBC1347.10	23583778:0114:LC|22433840:0018:LC
O42709	O60108	MCM10	CBH2	SPBC1347.10	SPBC14F5.12C	SPBC1347.10	SPBC14F5.12C	26771498:0018:HT
O42709	O60130	MCM10	O60130	SPBC1347.10	SPBC16G5.16	SPBC1347.10	SPBC16G5.16	26771498:0018:HT
O42709	O74424	MCM10	NUP211	SPBC1347.10	SPCC162.08C	SPBC1347.10	SPCC162.08C	23695164:0018:HT|26771498:0018:HT
O42709	O74846	MCM10	SEC6	SPBC1347.10	SPCC1235.10C	SPBC1347.10	SPCC1235.10C	26771498:0018:HT
O42709	O74960	MCM10	PIL1	SPBC1347.10	SPCC736.15	SPBC1347.10	SPCC736.15	26771498:0018:HT
O42709	O94281	MCM10	O94281	SPBC1347.10	SPBC2G5.02C	SPBC1347.10	SPBC2G5.02C	26771498:0018:HT
O42709	O94687	MCM10	TAS3	SPBC1347.10	SPBC83.03C	SPBC1347.10	SPBC83.03C	26771498:0018:HT
O42709	P29458	MCM10	MCM4	SPBC1347.10	SPCC16A11.17|SPCC24B10.01	SPBC1347.10	SPCC16A11.17	12604790:0006:LC|22433840:0018:LC
O42709	P32372	MCM10	RAD4	SPBC1347.10	SPAC23C4.18C	SPBC1347.10	SPAC23C4.18C	21945095:0018:LC|21945095:0096:LC|22433840:0018:LC
O42709	P36601	MCM10	RHP51	SPBC1347.10	SPAC644.14C	SPBC1347.10	SPAC644.14C	26771498:0018:HT
O42709	P49731	MCM10	MCM6	SPBC1347.10	SPBC211.04C	SPBC1347.10	SPBC211.04C	23695164:0018:HT|12185500:0018:LC|26771498:0090:HT|22433840:0018:LC|26771498:0018:HT
O42709	P78920	MCM10	P78920	SPBC1347.10	SPBC2D10.11C	SPBC1347.10	SPBC2D10.11C	26771498:0018:HT
O42709	P87117	MCM10	ATG6	SPBC1347.10	SPAC20G8.10C|SPAC3A12.01C	SPBC1347.10	SPAC20G8.10C	26771498:0018:HT
O42709	Q09763	MCM10	GEF1	SPBC1347.10	SPAC24H6.09	SPBC1347.10	SPAC24H6.09	26771498:0018:HT
O42709	Q09811	MCM10	RQH1	SPBC1347.10	SPAC2G11.12	SPBC1347.10	SPAC2G11.12	26771498:0018:HT
O42709	Q10186	MCM10	Q10186	SPBC1347.10	SPAC3F10.12C	SPBC1347.10	SPAC3F10.12C	26771498:0018:HT
O42709	Q9C0W2	MCM10	Q9C0W2	SPBC1347.10	PI026|SPBP22H7.05C	SPBC1347.10	SPBP22H7.05C	26771498:0018:HT
O42709	Q9HDY1	MCM10	ASE1	SPBC1347.10	SPAPB1A10.09	SPBC1347.10	SPAPB1A10.09	26771498:0018:HT
O42709	Q9HE16	MCM10	Q9HE16	SPBC1347.10	SPAC1399.05C	SPBC1347.10	SPAC1399.05C	26771498:0018:HT
O42709	Q9P7H9	MCM10	Q9P7H9	SPBC1347.10	SPAC105.03C	SPBC1347.10	SPAC105.03C	26771498:0018:HT
O42709	Q9P7I3	MCM10	MDV1	SPBC1347.10	SPAC25D11.01|SPAC664.15|SPACUNK12.01	SPBC1347.10	SPAC664.15	26771498:0018:HT
O42709	Q9URY2	MCM10	ALP7	SPBC1347.10	SPAC890.02C	SPBC1347.10	SPAC890.02C	26771498:0018:HT
